name,shop,amenity,latitude,longitude
Żabka,convenience,,54.3564067,18.6614307
Żabka,convenience,,54.3476385,18.6175786
Żabka,convenience,,54.348262,18.666131
Żabka,convenience,,54.3279269,18.6145889
Kulo,convenience,,54.3690044,18.7315373
Galeria Handlowa Madison,mall,,54.356468853134686,18.649089365909084
Centrum Handlowe Osowa,mall,,54.42560380008521,18.491079696571386
Manhattan,mall,,54.37727280473193,18.60725619628437
Centrum Handlowe Jantar,mall,,54.37509733671969,18.61428736680223
Galeria Bałtycka,mall,,54.382595208285785,18.60066872906144
Galeria Morena,mall,,54.352398216617686,18.593178547882694
Auchan,supermarket,,54.4027460124911,18.588038387923767
Alfa Centrum,mall,,54.40434827291487,18.587807578538328
Galeria Przymorze,mall,,54.409779562201564,18.59186804335587
Targowisko Miejskie Gdańsk-Wrzeszcz,,marketplace,54.379057597262666,18.61561798993365
Lidl,supermarket,,54.38425057263003,18.597629972475747
Galeria Zaspa,mall,,54.389841430762175,18.610152209083004
Merkus,supermarket,,54.3789056496468,18.63198164644052
Lidl,supermarket,,54.37759626937633,18.633298113855403
Centrum handlowe Lotnia,mall,,54.39309732382382,18.610129564687295
Biedronka Outlet,supermarket,,54.43075195921763,18.469434756521373
Biedronka,supermarket,,54.398495171347264,18.59343425828782
,mall,,54.41504416881895,18.47296116499304
,mall,,54.41496068526953,18.47551002260038
Centrum Familia,mall,,54.40194865364785,18.574498872678546
Lidl,supermarket,,54.39007082169616,18.61907140258401
Żabka,convenience,,54.387028549553186,18.609942914773136
abc,convenience,,54.384006212932064,18.609978535813884
Neutrino,convenience,,54.38344017848806,18.614181226167688
Lidl,supermarket,,54.403070435777494,18.633908839518156
Tereska,convenience,,54.34769441227025,18.651503240284857
Biedronka,supermarket,,54.36266397255941,18.71117099659421
Merkus,supermarket,,54.356574976143655,18.685151031916238
Żabka,convenience,,54.36032314078238,18.709240644337424
Neutrino,convenience,,54.36132224999999,18.71557215
Biedronka,supermarket,,54.36042144359229,18.71902389113025
